Date,Hour,Month,DayOfWeek,WeatherConditions,Calls
07/17/2019 00:00:00,13,7,Wednesday,good,54
07/17/2019 00:00:00,14,7,Wednesday,good,42
07/17/2019 00:00:00,15,7,Wednesday,good,29
07/17/2019 00:00:00,16,7,Wednesday,good,19
07/17/2019 00:00:00,17,7,Wednesday,good,8
07/17/2019 00:00:00,18,7,Wednesday,good,4
07/18/2019 00:00:00,1,7,Thursday,good,1
07/18/2019 00:00:00,2,7,Thursday,good,1
07/18/2019 00:00:00,3,7,Thursday,good,2
07/18/2019 00:00:00,4,7,Thursday,good,8
07/18/2019 00:00:00,5,7,Thursday,good,13
07/18/2019 00:00:00,6,7,Thursday,good,15
07/18/2019 00:00:00,7,7,Thursday,good,39
07/18/2019 00:00:00,8,7,Thursday,good,44
07/18/2019 00:00:00,9,7,Thursday,good,57
07/18/2019 00:00:00,10,7,Thursday,good,71
07/18/2019 00:00:00,11,7,Thursday,good,76
07/18/2019 00:00:00,12,7,Thursday,good,82
07/18/2019 00:00:00,13,7,Thursday,good,67
07/18/2019 00:00:00,14,7,Thursday,good,59
07/18/2019 00:00:00,15,7,Thursday,good,30
07/18/2019 00:00:00,16,7,Thursday,good,17
07/18/2019 00:00:00,17,7,Thursday,good,12
07/18/2019 00:00:00,18,7,Thursday,good,7
07/18/2019 00:00:00,19,7,Thursday,good,5
07/18/2019 00:00:00,20,7,Thursday,good,1
07/19/2019 00:00:00,1,7,Friday,bad,1
07/19/2019 00:00:00,2,7,Friday,bad,2
07/19/2019 00:00:00,3,7,Friday,bad,4
07/19/2019 00:00:00,4,7,Friday,bad,11
07/19/2019 00:00:00,5,7,Friday,bad,26
07/19/2019 00:00:00,6,7,Friday,bad,44
07/19/2019 00:00:00,7,7,Friday,bad,69
07/19/2019 00:00:00,8,7,Friday,bad,95
07/19/2019 00:00:00,9,7,Friday,bad,130
07/19/2019 00:00:00,10,7,Friday,bad,135
07/19/2019 00:00:00,11,7,Friday,bad,159
07/19/2019 00:00:00,12,7,Friday,bad,154
07/19/2019 00:00:00,13,7,Friday,bad,132
07/19/2019 00:00:00,14,7,Friday,bad,96
07/19/2019 00:00:00,15,7,Friday,bad,56
07/19/2019 00:00:00,16,7,Friday,bad,39
07/19/2019 00:00:00,17,7,Friday,bad,20
07/19/2019 00:00:00,18,7,Friday,bad,14
07/19/2019 00:00:00,19,7,Friday,bad,4
07/19/2019 00:00:00,21,7,Friday,bad,1
07/20/2019 00:00:00,0,7,Saturday,bad,1
07/20/2019 00:00:00,2,7,Saturday,bad,2
07/20/2019 00:00:00,3,7,Saturday,bad,7
07/20/2019 00:00:00,4,7,Saturday,bad,1
07/20/2019 00:00:00,5,7,Saturday,bad,12
07/20/2019 00:00:00,6,7,Saturday,bad,28
07/20/2019 00:00:00,7,7,Saturday,bad,31
07/20/2019 00:00:00,8,7,Saturday,bad,68
07/20/2019 00:00:00,9,7,Saturday,bad,61
07/20/2019 00:00:00,10,7,Saturday,bad,95
07/20/2019 00:00:00,11,7,Saturday,bad,89
07/20/2019 00:00:00,12,7,Saturday,bad,91
07/20/2019 00:00:00,13,7,Saturday,bad,69
07/20/2019 00:00:00,14,7,Saturday,bad,63
07/20/2019 00:00:00,15,7,Saturday,bad,26
07/20/2019 00:00:00,16,7,Saturday,bad,21
07/20/2019 00:00:00,17,7,Saturday,bad,13
07/20/2019 00:00:00,18,7,Saturday,bad,6
07/20/2019 00:00:00,19,7,Saturday,bad,2
07/20/2019 00:00:00,21,7,Saturday,bad,1
07/21/2019 00:00:00,0,7,Sunday,good,1
07/21/2019 00:00:00,2,7,Sunday,good,1
07/21/2019 00:00:00,4,7,Sunday,good,3
07/21/2019 00:00:00,5,7,Sunday,good,2
07/21/2019 00:00:00,6,7,Sunday,good,4
07/21/2019 00:00:00,7,7,Sunday,good,12
07/21/2019 00:00:00,8,7,Sunday,good,18
07/21/2019 00:00:00,9,7,Sunday,good,16
07/21/2019 00:00:00,10,7,Sunday,good,19
07/21/2019 00:00:00,11,7,Sunday,good,20
07/21/2019 00:00:00,12,7,Sunday,good,17
07/21/2019 00:00:00,13,7,Sunday,good,18
07/21/2019 00:00:00,14,7,Sunday,good,13
07/21/2019 00:00:00,15,7,Sunday,good,14
07/21/2019 00:00:00,16,7,Sunday,good,8
07/21/2019 00:00:00,17,7,Sunday,good,2
07/21/2019 00:00:00,18,7,Sunday,good,2
07/21/2019 00:00:00,19,7,Sunday,good,1
07/22/2019 00:00:00,2,7,Monday,bad,2
07/22/2019 00:00:00,3,7,Monday,bad,7
07/22/2019 00:00:00,4,7,Monday,bad,16
07/22/2019 00:00:00,5,7,Monday,bad,13
07/22/2019 00:00:00,6,7,Monday,bad,39
07/22/2019 00:00:00,7,7,Monday,bad,63
07/22/2019 00:00:00,8,7,Monday,bad,110
07/22/2019 00:00:00,9,7,Monday,bad,136
07/22/2019 00:00:00,10,7,Monday,bad,144
07/22/2019 00:00:00,11,7,Monday,bad,185
07/22/2019 00:00:00,12,7,Monday,bad,143
07/22/2019 00:00:00,13,7,Monday,bad,139
07/22/2019 00:00:00,14,7,Monday,bad,104
07/22/2019 00:00:00,15,7,Monday,bad,68
07/22/2019 00:00:00,16,7,Monday,bad,46
07/22/2019 00:00:00,17,7,Monday,bad,26
07/22/2019 00:00:00,18,7,Monday,bad,8
07/22/2019 00:00:00,19,7,Monday,bad,4
07/22/2019 00:00:00,20,7,Monday,bad,2
07/23/2019 00:00:00,3,7,Tuesday,good,3
07/23/2019 00:00:00,4,7,Tuesday,good,4
07/23/2019 00:00:00,5,7,Tuesday,good,11
07/23/2019 00:00:00,6,7,Tuesday,good,17
07/23/2019 00:00:00,7,7,Tuesday,good,22
07/23/2019 00:00:00,8,7,Tuesday,good,41
07/23/2019 00:00:00,9,7,Tuesday,good,68
07/23/2019 00:00:00,10,7,Tuesday,good,78
07/23/2019 00:00:00,11,7,Tuesday,good,87
07/23/2019 00:00:00,12,7,Tuesday,good,65
07/23/2019 00:00:00,13,7,Tuesday,good,70
07/23/2019 00:00:00,14,7,Tuesday,good,58
07/23/2019 00:00:00,15,7,Tuesday,good,35
07/23/2019 00:00:00,16,7,Tuesday,good,23
07/23/2019 00:00:00,17,7,Tuesday,good,14
07/23/2019 00:00:00,18,7,Tuesday,good,6
07/23/2019 00:00:00,19,7,Tuesday,good,3
07/23/2019 00:00:00,20,7,Tuesday,good,1
07/24/2019 00:00:00,3,7,Wednesday,good,3
07/24/2019 00:00:00,4,7,Wednesday,good,4
07/24/2019 00:00:00,5,7,Wednesday,good,13
07/24/2019 00:00:00,6,7,Wednesday,good,15
07/24/2019 00:00:00,7,7,Wednesday,good,25
07/24/2019 00:00:00,8,7,Wednesday,good,41
07/24/2019 00:00:00,9,7,Wednesday,good,57
07/24/2019 00:00:00,10,7,Wednesday,good,70
07/24/2019 00:00:00,11,7,Wednesday,good,54
07/24/2019 00:00:00,12,7,Wednesday,good,73
07/24/2019 00:00:00,13,7,Wednesday,good,56
07/24/2019 00:00:00,14,7,Wednesday,good,37
07/24/2019 00:00:00,15,7,Wednesday,good,30
07/24/2019 00:00:00,16,7,Wednesday,good,19
07/24/2019 00:00:00,17,7,Wednesday,good,6
07/24/2019 00:00:00,18,7,Wednesday,good,5
07/24/2019 00:00:00,19,7,Wednesday,good,3
07/24/2019 00:00:00,20,7,Wednesday,good,1
07/24/2019 00:00:00,21,7,Wednesday,good,1
07/25/2019 00:00:00,3,7,Thursday,good,1
07/25/2019 00:00:00,4,7,Thursday,good,3
07/25/2019 00:00:00,5,7,Thursday,good,12
07/25/2019 00:00:00,6,7,Thursday,good,24
07/25/2019 00:00:00,7,7,Thursday,good,38
07/25/2019 00:00:00,8,7,Thursday,good,62
07/25/2019 00:00:00,9,7,Thursday,good,69
07/25/2019 00:00:00,10,7,Thursday,good,73
07/25/2019 00:00:00,11,7,Thursday,good,107
07/25/2019 00:00:00,12,7,Thursday,good,80
07/25/2019 00:00:00,13,7,Thursday,good,75
07/25/2019 00:00:00,14,7,Thursday,good,47
07/25/2019 00:00:00,15,7,Thursday,good,27
07/25/2019 00:00:00,16,7,Thursday,good,24
07/25/2019 00:00:00,17,7,Thursday,good,9
07/25/2019 00:00:00,18,7,Thursday,good,4
07/25/2019 00:00:00,19,7,Thursday,good,5
07/26/2019 00:00:00,1,7,Friday,bad,1
07/26/2019 00:00:00,2,7,Friday,bad,1
07/26/2019 00:00:00,3,7,Friday,bad,5
07/26/2019 00:00:00,4,7,Friday,bad,8
07/26/2019 00:00:00,5,7,Friday,bad,20
07/26/2019 00:00:00,6,7,Friday,bad,41
07/26/2019 00:00:00,7,7,Friday,bad,63
07/26/2019 00:00:00,8,7,Friday,bad,99
07/26/2019 00:00:00,9,7,Friday,bad,143
07/26/2019 00:00:00,10,7,Friday,bad,130
07/26/2019 00:00:00,11,7,Friday,bad,174
07/26/2019 00:00:00,12,7,Friday,bad,161
07/26/2019 00:00:00,13,7,Friday,bad,124
07/26/2019 00:00:00,14,7,Friday,bad,95
07/26/2019 00:00:00,15,7,Friday,bad,67
07/26/2019 00:00:00,16,7,Friday,bad,36
07/26/2019 00:00:00,17,7,Friday,bad,21
07/26/2019 00:00:00,18,7,Friday,bad,9
07/26/2019 00:00:00,19,7,Friday,bad,2
07/26/2019 00:00:00,20,7,Friday,bad,4
07/27/2019 00:00:00,3,7,Saturday,bad,3
07/27/2019 00:00:00,4,7,Saturday,bad,5
07/27/2019 00:00:00,5,7,Saturday,bad,11
07/27/2019 00:00:00,6,7,Saturday,bad,22
07/27/2019 00:00:00,7,7,Saturday,bad,35
07/27/2019 00:00:00,8,7,Saturday,bad,51
07/27/2019 00:00:00,9,7,Saturday,bad,79
07/27/2019 00:00:00,10,7,Saturday,bad,79
07/27/2019 00:00:00,11,7,Saturday,bad,86
07/27/2019 00:00:00,12,7,Saturday,bad,77
07/27/2019 00:00:00,13,7,Saturday,bad,61
07/27/2019 00:00:00,14,7,Saturday,bad,42
07/27/2019 00:00:00,15,7,Saturday,bad,38
07/27/2019 00:00:00,16,7,Saturday,bad,16
07/27/2019 00:00:00,17,7,Saturday,bad,19
07/27/2019 00:00:00,18,7,Saturday,bad,6
07/27/2019 00:00:00,19,7,Saturday,bad,3
07/27/2019 00:00:00,20,7,Saturday,bad,2
07/28/2019 00:00:00,-1,7,Sunday,bad,1
07/28/2019 00:00:00,4,7,Sunday,bad,1
07/28/2019 00:00:00,5,7,Sunday,bad,3
07/28/2019 00:00:00,6,7,Sunday,bad,10
07/28/2019 00:00:00,7,7,Sunday,bad,9
07/28/2019 00:00:00,8,7,Sunday,bad,23
07/28/2019 00:00:00,9,7,Sunday,bad,25
07/28/2019 00:00:00,10,7,Sunday,bad,31
07/28/2019 00:00:00,11,7,Sunday,bad,25
07/28/2019 00:00:00,12,7,Sunday,bad,34
07/28/2019 00:00:00,13,7,Sunday,bad,27
07/28/2019 00:00:00,14,7,Sunday,bad,22
07/28/2019 00:00:00,15,7,Sunday,bad,25
07/28/2019 00:00:00,16,7,Sunday,bad,9
07/28/2019 00:00:00,17,7,Sunday,bad,5
07/28/2019 00:00:00,18,7,Sunday,bad,2
07/28/2019 00:00:00,19,7,Sunday,bad,1
07/28/2019 00:00:00,20,7,Sunday,bad,1
07/29/2019 00:00:00,-1,7,Monday,bad,1
07/29/2019 00:00:00,2,7,Monday,bad,2
07/29/2019 00:00:00,3,7,Monday,bad,5
07/29/2019 00:00:00,4,7,Monday,bad,13
07/29/2019 00:00:00,5,7,Monday,bad,19
07/29/2019 00:00:00,6,7,Monday,bad,33
07/29/2019 00:00:00,7,7,Monday,bad,60
07/29/2019 00:00:00,8,7,Monday,bad,80
07/29/2019 00:00:00,9,7,Monday,bad,103
07/29/2019 00:00:00,10,7,Monday,bad,143
07/29/2019 00:00:00,11,7,Monday,bad,135
07/29/2019 00:00:00,12,7,Monday,bad,147
07/29/2019 00:00:00,13,7,Monday,bad,123
07/29/2019 00:00:00,14,7,Monday,bad,69
07/29/2019 00:00:00,15,7,Monday,bad,47
07/29/2019 00:00:00,16,7,Monday,bad,30
07/29/2019 00:00:00,17,7,Monday,bad,22
07/29/2019 00:00:00,18,7,Monday,bad,10
07/29/2019 00:00:00,19,7,Monday,bad,4
07/29/2019 00:00:00,21,7,Monday,bad,1
07/30/2019 00:00:00,-1,7,Tuesday,good,1
07/30/2019 00:00:00,2,7,Tuesday,good,2
07/30/2019 00:00:00,4,7,Tuesday,good,2
07/30/2019 00:00:00,5,7,Tuesday,good,16
07/30/2019 00:00:00,6,7,Tuesday,good,18
07/30/2019 00:00:00,7,7,Tuesday,good,37
07/30/2019 00:00:00,8,7,Tuesday,good,50
07/30/2019 00:00:00,9,7,Tuesday,good,64
07/30/2019 00:00:00,10,7,Tuesday,good,69
07/30/2019 00:00:00,11,7,Tuesday,good,82
07/30/2019 00:00:00,12,7,Tuesday,good,95
07/30/2019 00:00:00,13,7,Tuesday,good,64
07/30/2019 00:00:00,14,7,Tuesday,good,53
07/30/2019 00:00:00,15,7,Tuesday,good,33
07/30/2019 00:00:00,16,7,Tuesday,good,18
07/30/2019 00:00:00,17,7,Tuesday,good,7
07/30/2019 00:00:00,18,7,Tuesday,good,4
07/30/2019 00:00:00,19,7,Tuesday,good,3
07/30/2019 00:00:00,20,7,Tuesday,good,3
07/31/2019 00:00:00,1,7,Wednesday,good,2
07/31/2019 00:00:00,2,7,Wednesday,good,1
07/31/2019 00:00:00,3,7,Wednesday,good,4
07/31/2019 00:00:00,4,7,Wednesday,good,2
07/31/2019 00:00:00,5,7,Wednesday,good,10
07/31/2019 00:00:00,6,7,Wednesday,good,16
07/31/2019 00:00:00,7,7,Wednesday,good,32
07/31/2019 00:00:00,8,7,Wednesday,good,61
07/31/2019 00:00:00,9,7,Wednesday,good,57
07/31/2019 00:00:00,10,7,Wednesday,good,64
07/31/2019 00:00:00,11,7,Wednesday,good,71
07/31/2019 00:00:00,12,7,Wednesday,good,65
07/31/2019 00:00:00,13,7,Wednesday,good,51
07/31/2019 00:00:00,14,7,Wednesday,good,40
07/31/2019 00:00:00,15,7,Wednesday,good,45
07/31/2019 00:00:00,16,7,Wednesday,good,22
07/31/2019 00:00:00,17,7,Wednesday,good,14
07/31/2019 00:00:00,18,7,Wednesday,good,6
07/31/2019 00:00:00,19,7,Wednesday,good,6
07/31/2019 00:00:00,21,7,Wednesday,good,1
08/01/2019 00:00:00,-1,8,Thursday,good,1
08/01/2019 00:00:00,2,8,Thursday,good,1
08/01/2019 00:00:00,4,8,Thursday,good,10
08/01/2019 00:00:00,5,8,Thursday,good,21
08/01/2019 00:00:00,6,8,Thursday,good,23
08/01/2019 00:00:00,7,8,Thursday,good,31
08/01/2019 00:00:00,8,8,Thursday,good,57
08/01/2019 00:00:00,9,8,Thursday,good,74
08/01/2019 00:00:00,10,8,Thursday,good,81
08/01/2019 00:00:00,11,8,Thursday,good,104
08/01/2019 00:00:00,12,8,Thursday,good,93
08/01/2019 00:00:00,13,8,Thursday,good,70
08/01/2019 00:00:00,14,8,Thursday,good,61
08/01/2019 00:00:00,15,8,Thursday,good,42
08/01/2019 00:00:00,16,8,Thursday,good,24
08/01/2019 00:00:00,17,8,Thursday,good,15
08/01/2019 00:00:00,18,8,Thursday,good,5
08/01/2019 00:00:00,19,8,Thursday,good,5
08/02/2019 00:00:00,2,8,Friday,bad,3
08/02/2019 00:00:00,3,8,Friday,bad,4
08/02/2019 00:00:00,4,8,Friday,bad,15
08/02/2019 00:00:00,5,8,Friday,bad,16
08/02/2019 00:00:00,6,8,Friday,bad,36
08/02/2019 00:00:00,7,8,Friday,bad,60
08/02/2019 00:00:00,8,8,Friday,bad,103
08/02/2019 00:00:00,9,8,Friday,bad,115
08/02/2019 00:00:00,10,8,Friday,bad,128
08/02/2019 00:00:00,11,8,Friday,bad,151
08/02/2019 00:00:00,12,8,Friday,bad,167
08/02/2019 00:00:00,13,8,Friday,bad,104
08/02/2019 00:00:00,14,8,Friday,bad,94
08/02/2019 00:00:00,15,8,Friday,bad,73
08/02/2019 00:00:00,16,8,Friday,bad,45
08/02/2019 00:00:00,17,8,Friday,bad,27
08/02/2019 00:00:00,18,8,Friday,bad,12
08/02/2019 00:00:00,19,8,Friday,bad,3
08/02/2019 00:00:00,20,8,Friday,bad,2
08/02/2019 00:00:00,21,8,Friday,bad,1
08/03/2019 00:00:00,2,8,Saturday,good,1
08/03/2019 00:00:00,3,8,Saturday,good,1
08/03/2019 00:00:00,4,8,Saturday,good,4
08/03/2019 00:00:00,5,8,Saturday,good,13
08/03/2019 00:00:00,6,8,Saturday,good,11
08/03/2019 00:00:00,7,8,Saturday,good,20
08/03/2019 00:00:00,8,8,Saturday,good,40
08/03/2019 00:00:00,9,8,Saturday,good,50
08/03/2019 00:00:00,10,8,Saturday,good,57
08/03/2019 00:00:00,11,8,Saturday,good,59
08/03/2019 00:00:00,12,8,Saturday,good,56
08/03/2019 00:00:00,13,8,Saturday,good,47
08/03/2019 00:00:00,14,8,Saturday,good,32
08/03/2019 00:00:00,15,8,Saturday,good,28
08/03/2019 00:00:00,16,8,Saturday,good,16
08/03/2019 00:00:00,17,8,Saturday,good,6
08/03/2019 00:00:00,18,8,Saturday,good,7
08/04/2019 00:00:00,3,8,Sunday,good,2
08/04/2019 00:00:00,4,8,Sunday,good,3
08/04/2019 00:00:00,5,8,Sunday,good,7
08/04/2019 00:00:00,6,8,Sunday,good,13
08/04/2019 00:00:00,7,8,Sunday,good,3
08/04/2019 00:00:00,8,8,Sunday,good,3
08/04/2019 00:00:00,9,8,Sunday,good,21
08/04/2019 00:00:00,10,8,Sunday,good,23
08/04/2019 00:00:00,11,8,Sunday,good,25
08/04/2019 00:00:00,12,8,Sunday,good,17
08/04/2019 00:00:00,13,8,Sunday,good,23
08/04/2019 00:00:00,14,8,Sunday,good,16
08/04/2019 00:00:00,15,8,Sunday,good,5
08/04/2019 00:00:00,16,8,Sunday,good,4
08/04/2019 00:00:00,17,8,Sunday,good,2
08/04/2019 00:00:00,18,8,Sunday,good,1
08/04/2019 00:00:00,19,8,Sunday,good,1
08/05/2019 00:00:00,2,8,Monday,bad,4
08/05/2019 00:00:00,3,8,Monday,bad,4
08/05/2019 00:00:00,4,8,Monday,bad,11
08/05/2019 00:00:00,5,8,Monday,bad,21
08/05/2019 00:00:00,6,8,Monday,bad,22
08/05/2019 00:00:00,7,8,Monday,bad,68
08/05/2019 00:00:00,8,8,Monday,bad,110
08/05/2019 00:00:00,9,8,Monday,bad,131
08/05/2019 00:00:00,10,8,Monday,bad,131
08/05/2019 00:00:00,11,8,Monday,bad,153
08/05/2019 00:00:00,12,8,Monday,bad,144
08/05/2019 00:00:00,13,8,Monday,bad,125
08/05/2019 00:00:00,14,8,Monday,bad,73
08/05/2019 00:00:00,15,8,Monday,bad,63
08/05/2019 00:00:00,16,8,Monday,bad,33
08/05/2019 00:00:00,17,8,Monday,bad,13
08/05/2019 00:00:00,18,8,Monday,bad,8
08/05/2019 00:00:00,19,8,Monday,bad,2
08/05/2019 00:00:00,20,8,Monday,bad,2
08/05/2019 00:00:00,21,8,Monday,bad,1
08/06/2019 00:00:00,2,8,Tuesday,good,2
08/06/2019 00:00:00,3,8,Tuesday,good,5
08/06/2019 00:00:00,4,8,Tuesday,good,10
08/06/2019 00:00:00,5,8,Tuesday,good,6
08/06/2019 00:00:00,6,8,Tuesday,good,25
08/06/2019 00:00:00,7,8,Tuesday,good,36
08/06/2019 00:00:00,8,8,Tuesday,good,49
08/06/2019 00:00:00,9,8,Tuesday,good,86
08/06/2019 00:00:00,10,8,Tuesday,good,67
08/06/2019 00:00:00,11,8,Tuesday,good,83
08/06/2019 00:00:00,12,8,Tuesday,good,85
08/06/2019 00:00:00,13,8,Tuesday,good,93
08/06/2019 00:00:00,14,8,Tuesday,good,70
08/06/2019 00:00:00,15,8,Tuesday,good,33
08/06/2019 00:00:00,16,8,Tuesday,good,20
08/06/2019 00:00:00,17,8,Tuesday,good,20
08/06/2019 00:00:00,18,8,Tuesday,good,4
08/07/2019 00:00:00,1,8,Wednesday,good,1
08/07/2019 00:00:00,2,8,Wednesday,good,1
08/07/2019 00:00:00,3,8,Wednesday,good,1
08/07/2019 00:00:00,4,8,Wednesday,good,4
08/07/2019 00:00:00,5,8,Wednesday,good,11
08/07/2019 00:00:00,6,8,Wednesday,good,15
08/07/2019 00:00:00,7,8,Wednesday,good,27
08/07/2019 00:00:00,8,8,Wednesday,good,50
08/07/2019 00:00:00,9,8,Wednesday,good,49
08/07/2019 00:00:00,10,8,Wednesday,good,58
08/07/2019 00:00:00,11,8,Wednesday,good,87
08/07/2019 00:00:00,12,8,Wednesday,good,56
08/07/2019 00:00:00,13,8,Wednesday,good,56
08/07/2019 00:00:00,14,8,Wednesday,good,42
08/07/2019 00:00:00,15,8,Wednesday,good,36
08/07/2019 00:00:00,16,8,Wednesday,good,13
08/07/2019 00:00:00,17,8,Wednesday,good,9
08/07/2019 00:00:00,18,8,Wednesday,good,8
08/07/2019 00:00:00,19,8,Wednesday,good,1
08/07/2019 00:00:00,21,8,Wednesday,good,1
08/07/2019 00:00:00,22,8,Wednesday,good,1
08/08/2019 00:00:00,2,8,Thursday,bad,3
08/08/2019 00:00:00,3,8,Thursday,bad,6
08/08/2019 00:00:00,4,8,Thursday,bad,6
08/08/2019 00:00:00,5,8,Thursday,bad,19
08/08/2019 00:00:00,6,8,Thursday,bad,41
08/08/2019 00:00:00,7,8,Thursday,bad,53
08/08/2019 00:00:00,8,8,Thursday,bad,77
08/08/2019 00:00:00,9,8,Thursday,bad,109
08/08/2019 00:00:00,10,8,Thursday,bad,111
08/08/2019 00:00:00,11,8,Thursday,bad,132
08/08/2019 00:00:00,12,8,Thursday,bad,120
08/08/2019 00:00:00,13,8,Thursday,bad,91
08/08/2019 00:00:00,14,8,Thursday,bad,85
08/08/2019 00:00:00,15,8,Thursday,bad,50
08/08/2019 00:00:00,16,8,Thursday,bad,20
08/08/2019 00:00:00,17,8,Thursday,bad,17
08/08/2019 00:00:00,18,8,Thursday,bad,12
08/08/2019 00:00:00,19,8,Thursday,bad,1
08/09/2019 00:00:00,2,8,Friday,bad,3
08/09/2019 00:00:00,3,8,Friday,bad,4
08/09/2019 00:00:00,4,8,Friday,bad,4
08/09/2019 00:00:00,5,8,Friday,bad,19
08/09/2019 00:00:00,6,8,Friday,bad,38
08/09/2019 00:00:00,7,8,Friday,bad,53
08/09/2019 00:00:00,8,8,Friday,bad,91
08/09/2019 00:00:00,9,8,Friday,bad,116
08/09/2019 00:00:00,10,8,Friday,bad,132
08/09/2019 00:00:00,11,8,Friday,bad,133
08/09/2019 00:00:00,12,8,Friday,bad,139
08/09/2019 00:00:00,13,8,Friday,bad,114
08/09/2019 00:00:00,14,8,Friday,bad,75
08/09/2019 00:00:00,15,8,Friday,bad,57
08/09/2019 00:00:00,16,8,Friday,bad,43
08/09/2019 00:00:00,17,8,Friday,bad,18
08/09/2019 00:00:00,18,8,Friday,bad,11
08/09/2019 00:00:00,19,8,Friday,bad,1
08/09/2019 00:00:00,20,8,Friday,bad,3
08/10/2019 00:00:00,2,8,Saturday,good,3
08/10/2019 00:00:00,4,8,Saturday,good,6
08/10/2019 00:00:00,5,8,Saturday,good,6
08/10/2019 00:00:00,6,8,Saturday,good,14
08/10/2019 00:00:00,7,8,Saturday,good,20
08/10/2019 00:00:00,8,8,Saturday,good,37
08/10/2019 00:00:00,9,8,Saturday,good,48
08/10/2019 00:00:00,10,8,Saturday,good,53
08/10/2019 00:00:00,11,8,Saturday,good,52
08/10/2019 00:00:00,12,8,Saturday,good,52
08/10/2019 00:00:00,13,8,Saturday,good,44
08/10/2019 00:00:00,14,8,Saturday,good,35
08/10/2019 00:00:00,15,8,Saturday,good,20
08/10/2019 00:00:00,16,8,Saturday,good,14
08/10/2019 00:00:00,17,8,Saturday,good,2
08/10/2019 00:00:00,18,8,Saturday,good,5
08/10/2019 00:00:00,20,8,Saturday,good,1
08/11/2019 00:00:00,4,8,Sunday,good,1
08/11/2019 00:00:00,5,8,Sunday,good,3
08/11/2019 00:00:00,6,8,Sunday,good,6
08/11/2019 00:00:00,7,8,Sunday,good,11
08/11/2019 00:00:00,8,8,Sunday,good,16
08/11/2019 00:00:00,9,8,Sunday,good,23
08/11/2019 00:00:00,10,8,Sunday,good,15
08/11/2019 00:00:00,11,8,Sunday,good,23
08/11/2019 00:00:00,12,8,Sunday,good,29
08/11/2019 00:00:00,13,8,Sunday,good,11
08/11/2019 00:00:00,14,8,Sunday,good,9
08/11/2019 00:00:00,15,8,Sunday,good,10
08/11/2019 00:00:00,16,8,Sunday,good,5
08/11/2019 00:00:00,17,8,Sunday,good,2
08/11/2019 00:00:00,18,8,Sunday,good,3
08/12/2019 00:00:00,1,8,Monday,good,1
08/12/2019 00:00:00,2,8,Monday,good,5
08/12/2019 00:00:00,3,8,Monday,good,3
08/12/2019 00:00:00,4,8,Monday,good,7
08/12/2019 00:00:00,5,8,Monday,good,9
08/12/2019 00:00:00,6,8,Monday,good,20
08/12/2019 00:00:00,7,8,Monday,good,38
08/12/2019 00:00:00,8,8,Monday,good,68
08/12/2019 00:00:00,9,8,Monday,good,83
08/12/2019 00:00:00,10,8,Monday,good,96
08/12/2019 00:00:00,11,8,Monday,good,86
08/12/2019 00:00:00,12,8,Monday,good,90
08/12/2019 00:00:00,13,8,Monday,good,97
08/12/2019 00:00:00,14,8,Monday,good,46
08/12/2019 00:00:00,15,8,Monday,good,39
08/12/2019 00:00:00,16,8,Monday,good,21
08/12/2019 00:00:00,17,8,Monday,good,18
08/12/2019 00:00:00,18,8,Monday,good,4
08/12/2019 00:00:00,19,8,Monday,good,1
08/12/2019 00:00:00,22,8,Monday,good,1
08/13/2019 00:00:00,1,8,Tuesday,good,1
08/13/2019 00:00:00,2,8,Tuesday,good,2
08/13/2019 00:00:00,3,8,Tuesday,good,1
08/13/2019 00:00:00,4,8,Tuesday,good,8
08/13/2019 00:00:00,5,8,Tuesday,good,8
08/13/2019 00:00:00,6,8,Tuesday,good,26
08/13/2019 00:00:00,7,8,Tuesday,good,36
08/13/2019 00:00:00,8,8,Tuesday,good,43
08/13/2019 00:00:00,9,8,Tuesday,good,93
08/13/2019 00:00:00,10,8,Tuesday,good,83
08/13/2019 00:00:00,11,8,Tuesday,good,92
08/13/2019 00:00:00,12,8,Tuesday,good,94
08/13/2019 00:00:00,13,8,Tuesday,good,66
08/13/2019 00:00:00,14,8,Tuesday,good,54
08/13/2019 00:00:00,15,8,Tuesday,good,41
08/13/2019 00:00:00,16,8,Tuesday,good,22
08/13/2019 00:00:00,17,8,Tuesday,good,17
08/13/2019 00:00:00,18,8,Tuesday,good,11
08/13/2019 00:00:00,19,8,Tuesday,good,2
08/13/2019 00:00:00,20,8,Tuesday,good,2
08/14/2019 00:00:00,2,8,Wednesday,good,1
08/14/2019 00:00:00,3,8,Wednesday,good,3
08/14/2019 00:00:00,4,8,Wednesday,good,5
08/14/2019 00:00:00,5,8,Wednesday,good,5
08/14/2019 00:00:00,6,8,Wednesday,good,16
08/14/2019 00:00:00,7,8,Wednesday,good,31
08/14/2019 00:00:00,8,8,Wednesday,good,41
08/14/2019 00:00:00,9,8,Wednesday,good,69
08/14/2019 00:00:00,10,8,Wednesday,good,70
08/14/2019 00:00:00,11,8,Wednesday,good,70
08/14/2019 00:00:00,12,8,Wednesday,good,63
08/14/2019 00:00:00,13,8,Wednesday,good,58
08/14/2019 00:00:00,14,8,Wednesday,good,53
08/14/2019 00:00:00,15,8,Wednesday,good,29
08/14/2019 00:00:00,16,8,Wednesday,good,22
08/14/2019 00:00:00,17,8,Wednesday,good,8
08/14/2019 00:00:00,18,8,Wednesday,good,8
08/14/2019 00:00:00,19,8,Wednesday,good,4
